"","1-1","1-2","1-3","1-4","1-5","1-6","1-7","1-8","1-9","1-10","1-11","1-12","1-13","1-14","1-15","1-16","1-17","1-18","1-19","1-20","2-1","2-2","2-3","2-4","2-5","2-6","2-7","2-8","2-9","2-10","2-11","2-12","2-13","2-14","2-15","2-16","2-17","2-18","2-19","2-20"
"backgnd5793",3.80356203374639,3.22159879476408,2.87343100844436,0,0,3.10356689361132,3.03850536598963,2.86831256380298,0,0,3.52306578069178,0,0,0,0,3.7173762208055,1.4583740083214,0,0,0,0,0,0,0,0,1.8673184987874,0,0,0,0,2.96611990020108,0,0,3.3219536650358,3.51549998713,0,0,0,0,0
"backgnd5794",0,0,2.72119422589834,0,0,2.24965204740215,0,0,0,0,2.86212327504576,0,2.90291995725668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90639394284183,0,0,0,0,0,3.11219199720933,0,3.25380637156031,0,2.06896271053228
"backgnd5795",0,0,0,0,0,0,3.03102262377216,0,2.59232741855537,0,0,0,4.01204541467199,0,3.53659350783669,4.27174265054694,3.11544316312552,4.42360901376425,0,0,3.83419288194423,0,3.62316889189797,0,2.64502003360492,0,0,0,2.60794143433082,1.9726546126059,0,4.40727214210905,5.45040100920942,0,0,2.03569247391828,0,0,0,0
"backgnd5796",0,0,0,0,0,0,0,0,0,0,3.89913503613015,0,3.02512228119297,2.56755568727385,0,0,0,0,0,3.97408808797951,0,0,0,0,0,0,0,2.32071835081111,0,0,0,0,1.70438326304832,0,3.35647963918653,2.78052516398538,0,0,3.03439053795326,0
"backgnd5797",0,0,0,0,1.16621750066103,1.52244952287097,0,2.92569048961851,2.91965020148089,0,4.52015260777158,2.60880109911915,0,0,0,0,0,0,0,0,0,3.89199509403862,0,0,4.29479122018491,0,0,0,0,3.26166768825167,2.97471444176073,0,0,2.58159862343939,4.12047480269982,0,0,3.74585542945516,0,0
"backgnd5798",0,0,4.08324472363893,0,0,0,0,0,0,0,0,3.26359836987799,0,0,3.58481342498898,0,0,0,0,0,0,0,0,0,0,3.04374885080975,0,3.09325525763313,0,4.48817556006128,0,0,0,3.33866254368683,0,0,4.82741532585455,3.44696324069674,5.98625297164904,0
"backgnd5799",0,0,3.87553645570904,0,0,0,3.87884773403008,0,0,0,0,0,2.30486644832811,0,4.21862577486015,0,0,0,3.89752076196362,2.32744221385705,0,0,0,4.01277058022458,0,3.80437731996208,0,0,0,2.85996602900614,0,0,0,0,0,0.743503845558578,0,0,3.81456172379695,0
"backgnd5800",0,0,0,4.48240527955477,0,0,0,0,0,2.8640964638987,0,0,5.14931607632568,0,0,5.57511535240271,0,0,0,4.06717753567305,0,4.95638318188326,0,2.06810642469626,0,0,0,0,0,0,0,0,0,3.62921414812917,0,4.03681560564436,0,0,0,0
"backgnd5801",0,0,0,0,3.53198350764716,3.19004241550231,2.38576607069151,0,4.79622868979871,0,3.8488902412072,4.75404782252365,0,3.83603721071916,0,4.5796025712445,0,0,0,0,0,0,3.09216508846327,4.75552014506349,0,0,0,4.78896484803092,0,0,0,0,3.7490669265121,0,0,4.40548809123415,4.15378086805811,0,0,0
"backgnd5802",1.35389162643217,0,3.02008174149818,3.93184045858542,4.05785919983025,0,0,3.18446432115196,0,0,0,2.32839033573281,2.92347803324526,0,0,0,0,0,0,0,0,4.40240961248358,0,2.12980884844809,0,0,0,0,4.05203994625909,0,0,0,2.98316937195332,0,3.32611768451286,3.24577278807919,0,0,0,3.73691095435314
"backgnd5803",4.00459942440572,0,0,3.03437877316957,0,4.11266839251939,2.83108776706998,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46550966538305,0,0,3.89799820045842,0,0,0,0,0,0,0,0,0,0,0,2.4400833764198,0,4.38964122789477,0,3.11065256971632
"backgnd5804",0,0,4.77391109082598,0,0,0,0,3.00499654410716,3.23238891727886,0,3.93637930625972,0,0,0,0,0,4.326286664114,0,0,0,3.17754154652146,4.25840383384646,0,2.24884768828276,0,0,4.43311131531242,0,0,2.21003503118618,4.77296002503512,0,5.24506848126805,0,3.20190026264585,0,2.54308192948255,0,0,0
"backgnd5805",3.20307716464339,0,0,0,1.64509419348887,0,4.46028079046154,0,0,0,4.71402661094112,4.60492229085487,3.56420747282306,3.57954609083438,3.19983105315267,0,0,0,0,0,0,0,0,0,0,0,0,3.51259929562709,0,0,0,0,3.70416595570529,0,0,2.75129258073536,0,0,0,3.36411498987352
"backgnd5806",0,0,0,3.28634517416829,3.06677301422708,0,1.87755486352859,0,0,0,0,0,0,3.70941853244825,2.58041341526407,2.16715571400951,0,0,0,2.07238120575989,0,0,0,0,0,0,0,0,0,0,4.37800104270935,0,0,0,3.40159840983467,0,0,1.57930484076942,0,3.04733640795816
"backgnd5807",0,0,0,0,0,2.84694375068122,4.94165940366603,0,3.9767579046216,5.92738486014862,0,2.66797029514196,2.41134086859726,3.97466987106184,0,0,0,2.18597752698127,0,0,0,0,0,0,0,0,0,2.04944068153264,3.10146372881295,0,0,0,0,2.22717421188338,0,0,0,0,0,0
"backgnd5808",0,0,0,0,0,0,0,0,0,0,0,1.95703436456105,0,1.90393187387377,3.19024180216769,3.184218268722,0,0,0,0,0,0,3.43099637681793,0,0,0,3.68494604408261,0,0,0,0,0,3.42479012380651,0,0,0,0,0,3.88057343016077,0
"backgnd5809",4.01604866482492,0,3.71160337867852,0,0,0,0,0,0,0,0,0,2.9132359485457,0,0,0,2.16336026871161,0,2.57994482024452,2.79526051822807,2.13774503951609,0,0,0,4.25907260449112,0,0,0,0,3.25572671116836,0,0,0,0,0,0,0,0,0,0
"backgnd5810",0,2.60289330843187,4.39876960076503,0,0,0,5.16763220687554,0,2.46372829080145,0,0,3.17371834373646,0,4.662073621807,0,0,0,3.07769068966604,0,0,0,0,3.45892142682688,0,0,3.90074501673407,3.34735669169218,0,3.5786061829928,0,0,0,0,0,0,0,0,0,0,0
"backgnd5811",0,2.87535957664345,1.51683576175329,0,0,3.28193905063516,0,2.73438017247691,0,4.55955688953685,0,0,0,2.15297457022651,0,0,0,0,4.20287674443727,0,0,0,3.25932443260449,0,0,3.78484522214058,3.35185315985112,0,0,0,0,0,0,3.91180765774276,0,0,0,0,0,0
"backgnd5812",0,0,0,0,0,0,0,0,0,0,0,0,3.1911272813051,0,0,0,0,0,0,0,4.72068226394824,0,0,0,0,0,0,0,0,0,3.84113221622218,0,0,4.51661927595553,0,0,3.8380911440091,3.54444153549921,0,0
"backgnd5813",2.43568396841479,0,0,0,0,0,1.63532719352897,0,4.78925234358712,0,0,0,3.53270150258384,0,4.70996537712722,0,0,0,0,0,0,0,0,0,4.34086691728666,0,0,0,0,0,0,0,0,1.63482461938121,0,0,0,3.03258363660468,3.51303129851469,0
"backgnd5814",0,0,0,0,0,3.83167075030818,4.34536032968564,0,0,3.84611631597537,0,0,3.61146731750283,0,0,0,0,0,0,0,0,4.74765178580067,0,0,2.81589513490078,4.52316344631553,0,0,0,0,0,0,0,0,3.00728062439501,2.74788107242728,0,0,3.5875929018216,0
"backgnd5815",0,0,0,0,0,2.39918723442129,0,0,0,0,2.82962937073607,4.23356955679909,4.43479084389433,4.58859139654316,0,0,4.84558541425997,0,0,0,0,0,2.59869943897014,0,5.19032063289901,0,0,3.31353884539987,0,0,0,0,0,3.30977432508162,0,0,0,0,0,0
"backgnd5816",0,3.10614868173166,0,3.72833153705192,4.20328860945672,0,0,0,2.79564540763655,0,0,0,0,0,0,0,0,3.58797281925949,4.70458018420025,4.31908561770438,0,0,0,0,0,0,0,2.52950534745844,0,3.14342011347056,0,0,2.04824708226058,4.27185644507791,3.78962874145627,0,2.80324234098997,0,0,4.94409596631965
"backgnd5817",0,0,2.21163272648903,0,6.03346171141,2.91421843213103,0,0,0,0,0,0,0,0,4.58684681321775,0,0,1.81476520854109,4.48890985755712,0,0,0,0,3.0402774516978,0,0,2.51984496559281,0,0,0,0,0,0,0,3.15151361041863,0,2.15408003262043,0,0,2.29533776761301
"backgnd5818",3.85208386184937,0,0,0,0,2.16675895758682,0,0,0,4.78928734551005,0,3.38401656603743,0,2.57100951178813,0,2.60253233797508,0,2.46680977561679,0,0,0,3.97500061780729,0,0,0,4.0839387768928,3.83150821805558,0,0,0,0,4.20982223954186,0,4.48051444070449,0,0,0,3.48340999483161,0,2.57277962009054
"backgnd5819",0,0,0,0,0,4.3185877226042,0,0,3.52298206091626,0,0,0,3.21861055715243,0,0,0,0,0,0,3.15833078618854,0,0,0,0,0,0,0,0,0,0,0,0,3.76336300943426,0,0,0,0,0,4.39546099906705,0
"backgnd5820",3.71457581125225,0,4.5172728887575,0,3.57606608242532,1.80937167415639,2.36918492643748,0,0,0,2.33660323127569,0,0,0,0,0,0,0,5.4572264010758,0,0,0,0,0,0,0,0,3.48671358353386,0,4.0628025287479,0,0,0,2.96256890791271,0,0,0,0,0,4.40676754213104
"backgnd5821",0,0,0,0,0,0,0,4.32294687139215,0,0,2.86399356034011,3.91045771399435,0,3.46081900868682,0,0,0,0,3.76590169478126,3.64516863562241,0,0,0,0,0,3.69066481141364,0,0,0,3.41460250981776,0,4.45747508211281,0,0,0,0,0,0,0,2.9268245279118
"backgnd5822",0,0,4.04886248539715,0,0,2.90025968305983,0,0,0,3.96216213593653,0,2.97283732900873,0,4.38472777787785,0,0,0,0,3.12395522477135,4.05494105299531,0,4.9371713552215,0,0,6.30749072510781,3.33361936043201,0,0,5.00607199123461,0,4.31486430870492,0,0,0,0,0,0,0,0,0
"backgnd5823",2.50922364581497,0,0,0,3.33349147996732,0,0,4.10803569627623,5.00964551814773,0,0,0,0,0,2.32894641339863,0,5.20005532277993,0,0,2.63899742113353,0,0,4.21956475366849,0,0,3.8057956320563,0,0,0,4.74253406067875,0,0,0,0,0,0,0,0,0,3.66010653626435
"backgnd5824",0,0,0,0,0,0,0,5.40859345694926,0,0,0,0,0,0,1.52813710271497,0,0,0,0,0,2.83497350194646,2.6778640961397,0,0,0,0,0,0,0,1.43484843599268,0,0,0,2.68036670566956,3.05674753441788,0,0,0,4.79781952124585,0
"backgnd5825",4.26193093512538,4.0242352187718,1.77807106996306,0,0,5.47289686619328,0,0,0,0,0,0,0,0,0,2.4099937145221,0,4.61152779956072,0,0,0,0,0,0,3.4503840673611,0,0,0,0,0,4.92337610243095,0,0,0,3.79659671587793,0,0,0,2.94954449273932,0
"backgnd5826",0,2.15008121668263,0,2.94632794216855,0,3.58552322658731,0,0,0,3.74164799662899,0,0,0,0,3.98716746941337,0,0,0,3.30705794909487,2.623416458861,0,0,0,0,0,0,4.16530032913607,0,0,0,0,0,0,0,0,2.22949013173503,0,0,3.6984172597805,1.50324497262742
"backgnd5827",0,0,4.22174423185479,0,0,0,0,0,0,0,0,3.31029593172786,4.27398080676078,0,0,0,0,0,0,0,3.00420331235169,0,0,2.80381084791087,0,0,0,0,3.53226776366548,0,0,2.83763392293663,0,0,2.51898159838311,0,0,0,3.34089542450178,0
"backgnd5828",0,0,0,0,0,0,0,0,0,0,0,0,0,4.36058960285656,0,3.78299100342566,0,0,0,4.3934041498787,0,0,3.5679268134788,0,0,0,0,0,0,0,3.83023628464105,0,3.6676948134481,0,0,4.76974255960406,2.62651317295037,0,0,0
"backgnd5829",0,0,3.1970288554974,0,0,0,0,0,0,0,0,0,3.81248968816833,0,4.16747068825753,0,0,0,3.73017175933548,0,0,0,0,0,4.04431383378062,3.57736818174288,0,3.61117056589455,5.84719091911617,0,0,3.65210076500017,0,4.53889708427072,0,0,0,3.25069212014947,0,0
"backgnd5830",4.47182794444685,3.56990806728341,0,3.00562213604103,3.5298538842501,4.40288065505025,0,0,4.52056779607267,0,0,0,0,0,0,0,0,3.36974497882581,0,0,0,0,0,0,0,0,0,0,0,4.56508511498561,0,4.40755716815838,0,0,0,0,0,0,0,4.02311960529514
"backgnd5831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78554793052686,2.41310203242,4.17542690895768,1.87152983450143,3.23528376340602,0,0,0,0,0,3.23479575219085,0,4.97525325186863,0,0,0,2.99160280555917,0,1.90291727394058,0,0,2.97399640833562,0,4.95090614900189,0
"backgnd5832",0,0,0,0,3.82934489375207,0,0,4.90901878545233,0,0,0,0,0,2.29171408459578,4.09161907105522,0,0,0,3.06041526393184,0,0,0,0,2.84898716646381,4.04047909653753,0,3.07145828605482,0,0,0,0,0,0,0,0,0,3.81747552435126,0,0,0
"backgnd5833",0,0,0,3.05929999193068,5.47543250362804,0,0,0,0,0,0,3.64723969816792,0,2.38359378841779,3.04939859249673,3.50276663388277,0,2.23432713647067,0,0,0,0,5.89116092534931,0,0,0,0,3.76344050899731,0,0,3.89345158209083,3.4889219759361,2.77499095061818,2.78411577274871,4.01115721201064,0,2.78833875427726,0,0,0
"backgnd5834",0,3.5675785412643,0,0,2.51330023469688,0,0,3.57623551208708,4.44078003149526,0,0,0,0,0,3.69990526849744,0,0,0,0,3.05409399181835,0,0,0,0,0,0,0,0,0,2.92520782524724,0,0,0,0,0,0,0,0,0,0
"backgnd5835",3.52198597368883,4.14425613457575,0,0,0,0,3.0007488737745,0,0,5.0397734917651,0,0,0,0,0,0,0,0,0,0,4.67946103136398,3.26428402023909,0,4.8331079473466,0,0,0,0,0,0,0,0,0,4.46925326733499,4.82430070200831,0,0,1.69954105538244,0,0
"backgnd5836",0,0,0,0,0,0,0,3.13275613975407,2.74929977529915,0,0,0,0,0,0,0,0,2.51956415966582,0,0,0,0,0,0,0,0,3.30360548636744,0,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd5837",0,1.78997982405943,3.22750819504899,3.25648600871486,0,0,0,4.27179146454664,0,0,0,3.86992031785468,0,0,0,0,0,4.2763336617044,0,0,0,0,0,0,0,3.31408154219932,4.03799432560649,0,0,0,3.64257558425706,0,0,0,6.24387501597708,0,3.91789228014243,3.08326025201903,0,3.28718868939544
"backgnd5838",0,0,0,2.57588940837096,0,0,0,0,0,0,4.53345996169418,0,4.28587915721793,0,0,0,0,0,3.68639116759363,0,0,0,0,0,0,3.09337963130792,4.24816716207072,0,3.53996221708929,0,0,0,0,3.8937852030433,0,0,0,3.21090823045552,3.17864791186513,0
"backgnd5839",3.63665379511469,0,4.8071294682301,0,1.04344042151077,3.62421491917602,4.33034832284426,0,2.19737788242751,2.83849751942896,2.87048245871975,0,0,3.27611159430824,0,0,0,0,0,0,0,0,4.15108951337403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7254704275223,0,1.96953274743684
"backgnd5840",0,0,0,0,0,0,0,0,0,0,3.22828428996762,0,2.50499895194298,0,3.17911292903493,0,0,0,0,0,0,0,0,0,0,3.13369765580122,0,3.9469813435721,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd5841",0,0,0,0,0,4.90069951011373,0,0,0,0,0,0,0,0,3.50535216421055,0,0,0,0,3.12057469246257,0,0,3.3788628227578,0,0,0,0,0,0,5.82055555459313,0,0,4.30571164012582,0,0,0,0,0,0,0
"backgnd5842",0,0,0,2.82350465009321,0,0,0,3.10101423832306,0,0,0,3.10639353270632,3.66550960421411,0,0,0,3.26710748194365,0,0,0,0,0,0,0,0,0,0,0,0,4.05903689360209,4.41030964194203,4.15262480625753,0,2.6388841278846,0,5.16089916208683,4.6038670493748,0,0,3.25738882403666
"backgnd5843",2.09743373699565,0,2.61401398888666,3.42253810293282,0,0,0,0,0,0,4.16321136129471,3.98277179080519,2.67372811656903,0,0,0,0,0,0,4.2569085900344,2.11321692698232,0,0,0,0,0,0,3.01432706368505,0,1.89762538587694,0,0,0,0,0,0,0,0,0,0
"backgnd5844",0,0,0,0,0,0,0,0,4.56146581639364,0,3.07519796687873,2.76581487910788,0,0,0,3.11660493044505,0,0,0,0,0,0,0,2.71286705197872,0,4.51837537791605,3.52745535627048,0,4.20722812556405,0,0,3.52218322101111,4.17522936806148,0,3.98979926045714,0,0,0,0,4.94881064191393
"backgnd5845",3.59310622085365,0,4.50460907109081,0,0,0,0,0,0,2.33796489517243,0,4.49857821688882,0,0,0,0,2.64266696276844,0,0,0,2.04553990725362,0,0,0,0,0,4.05744106121254,0,0,0,0,0,0,0,0,4.06934479141649,0,0,0,0
"backgnd5846",0,0,0,3.44271206856441,0,0,0,4.22107586671443,0,0,0,4.51270217344954,0,0,0,0,0,0,0,0,3.22577966511106,0,0,2.85040152478962,3.37880852492734,3.23126029689094,4.236173412561,0,0,0,0,0,3.7292998620246,0,4.55489344119381,0,0,0,3.79459690934966,0
"backgnd5847",0,0,0,0,3.1410157175063,0,0,0,2.1157983343611,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19643168640318,0,0,0,3.3328133745251,0,0,3.86328803285585,0,0,0,0,4.0826201558812,0,0,2.47166635745004,1.5314437308895,4.97633748015435
"backgnd5848",0,0,0,4.72580945398599,3.97215235318948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83671670153454,3.92775109775749,0,3.61723408855756,3.2611113993062,3.15244546520697,0,0,2.83047039547703,0,0,5.71148764268855,0,0,0,5.17920280916088,2.09531139347557,0,0,0,0
"backgnd5849",0,0,0,0,5.41274443434173,0,0,3.76218864481821,0,0,0,0,0,0,3.51476177158487,0,0,0,0,2.24034969758073,0,0,0,0,0,0,0,4.54899370757763,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd5850",3.67689217137903,2.58896887035368,0,0,0,3.45910892690347,0,3.80706864945585,0,0,0,4.55353622861906,4.19538591606548,3.84243760020127,0,0,2.39791437138788,0,0,0,0,0,2.83606362583555,0,0,0,0,0,3.01037558719222,2.68512476464314,0,0,3.05470560418681,4.15015093828077,0,3.07064153765599,0,0,0,0
"backgnd5851",3.44135267107705,0,0,3.30320834752683,0,0,0,0,3.89656763792898,0,0,0,0,0,0,0,0,0,5.01228017089326,0,0,0,0,0,0,0,0,3.72927376163341,0,2.75012667611571,0,5.21894090693345,2.02934533010599,4.89190807128899,0,3.97822730956411,0,0,0,0
"backgnd5852",0,0,0,2.36259082417969,0,0,5.43144214527546,0,0,0,0,3.83010032291634,1.9991170848201,0,3.33600852225855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21404454471011,0,0,0,0,0,0
"backgnd5853",0,0,0,0,2.37913842695368,0,0,1.82039991604864,0,0,0,0,0,0,3.49502289811274,0,0,0,0,0,0,0,3.46911697119665,0,0,0,0,0,3.32701869083033,0,3.5276342561259,0,4.14695246312757,0,0,0,0,0,2.6925991883139,4.27219988718891
"backgnd5854",0,0,0,0,0,2.9843540647152,0,5.00938564556642,0,0,4.37641730876066,0,0,2.62174640194671,3.60227575005908,0,0,0,0,3.0879544597735,3.78012669874474,0,0,0,4.25366927868923,3.56446612032793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd5855",1.79078225187589,0,3.06450655731023,4.51130206366572,0,0,0,0,3.58474979151938,0,0,0,0,0,0,0,0,0,0,0,3.50065596298912,4.2873058759916,0,3.82367774916867,0,0,0,0,3.24736612120916,0,1.40319479048099,0,0,0,0,0,0,0,0,0
"backgnd5856",0,0,0,3.056706722109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16696456314433,3.62118275949714,4.28084841297358,0,4.11842915743793,0,0,0,0,0,0,3.23342297063926,3.13285676422869,0,0,0,0
"backgnd5857",0,0,0,3.37335960139172,0,0,3.91770481662004,0,2.17293566761542,0,0,0,0,0,0,0,0,0,4.08471610274057,0,0,4.36700787521388,0,0,0,0,0,0,0,0,0,0,2.92738947231279,0,0,0,1.98145499137154,0,0,0
"backgnd5858",0,4.97852254537398,3.18273702654585,2.10612097662725,0,3.51192387587135,0,0,0,4.23584683738463,0,0,0,3.14547167338994,4.37754575288896,0,0,0,0,0,0,3.50453341192825,0,0,0,1.83045802240566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd5859",3.46018782361042,0,2.86081560107607,3.60723916722523,0,3.87757377397903,0,3.20095741322693,0,0,0,0,2.97429735443703,3.80200393248771,0,0,0,4.16738789911334,0,0,0,4.4523369224325,0,0,0,0,3.40331094739084,0,3.01133986568318,0,0,0,0,0,0,0,0,0,4.2475364092237,4.40052588729296
"backgnd5860",0,0,3.8675352264233,0,0,4.31589916523279,0,0,0,0,0,0,0,4.32728760322958,3.29095010601588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37517531743411,0,0,0,0,0,0,0,0,0
"backgnd5861",3.49154580378833,0,0,0,0,0,0,0,0,0,3.3904944450934,0,0,0,4.07781345442179,0,0,4.12510073596062,0,0,0,0,2.9191024411164,0,0,0,3.60008179650122,4.7123832711643,0,0,0,0,2.28863765809665,0,0,0,5.39214353263902,0,4.25767332896482,0
"backgnd5862",2.85650255386736,0,3.93572495933563,0,2.36225018212384,0,4.95534053440916,0,0,0,2.74680711624503,3.39420945081177,3.53948756329021,0,0,0,0,5.48127298604016,0,0,0,3.92312361905131,0,0,2.32856294375069,2.83219270958751,0,0,0,3.5675893064506,0,0,0,0,0,3.28940318781492,4.04467809691832,0,0,2.76923841497199
"backgnd5863",3.373949041518,3.65897687839666,0,0,0,3.18079238882371,0,0,0,4.08307465979101,3.91905401180091,3.0218704312151,0,2.70030575824492,0,0,0,0,3.75926894098231,0,0,0,3.55157658497641,0,0,0,4.94440350343296,0,0,3.61668269056373,0,3.62362484613788,0,0,0,0,3.81512387483337,2.07165916926184,0,0
"backgnd5864",0,2.86109908583595,0,4.56256165983669,4.29838657527858,0,0,0,3.9970017808503,0,2.8597778926581,0,0,0,0,0,0,0,2.92160632366057,0,0,0,0,4.2234589992182,0,0,0,0,0,0,4.0174451727035,0,0,0,3.61387938138042,0,0,0,0,0
"backgnd5865",0,0,0,0,0,0,2.14866673427043,0,0,0,0,0,0,2.81427588016793,2.25815409260365,0.975681875555684,0,0,0,0,0,0,4.03140280422948,0,0,0,0,2.85539077808563,2.64680643907312,3.66868257213453,5.55968799114232,0,4.20819429170956,0,0,0,0,0,0,0
"backgnd5866",0,0,3.82428716273267,0,0,0,0,0,3.31237320057911,0,2.43341623936555,3.73671958189492,0,0,3.1544736041226,3.56008020198453,0,0,0,0,0,0,0,0,0,0,1.50591654828164,3.99639760133914,0,4.50397944811975,0,0,3.51003078495166,0,0,0,0,0,0,4.14403906684719
"backgnd5867",2.19756700439553,0,0,0,0,0,0,0,0,3.09958494272671,0,3.35156203412519,4.83942380749579,0,5.42465691617886,0,0,0,0,0,0,0,0,0,2.449335706995,0,0,0,3.9955510650234,2.47520877256015,3.10910197797288,0,0,0,0,2.32449595346161,0,0,0,0
"backgnd5868",0,0,0,2.99135233228262,0,0,4.09606659645873,0,0,0,0,3.83548859716979,0,0,0,5.07491403932565,0,0,0,0,2.83933848519929,1.66528202778312,0,0,0,3.87084383760491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd5869",0,0,0,3.32051517616347,0.989595188405777,1.90579348948128,2.89554652252005,3.54707786598681,0,0,0,0,0,4.69211960657473,0,0,0,0,0,0,2.10121448593829,0,0,3.42295862525049,0,0,0,0,0,4.66896702058098,0,0,0,0,0,0,0,0,0,3.04509025593972
"backgnd5870",0,0,3.60903921606935,0,0,3.68772415433644,4.4187599023916,2.79352431092583,0,0,4.90616965401381,0,0,3.24694441939856,3.94132181316788,0,0,3.33164408498776,0,4.0556109314509,0,0,3.09780489889183,0,0,0,0,0,0,0,0,0,0,0,0,3.16342657624151,0,0,0,0
"backgnd5871",0,0,0,0,0,0,3.72939792587104,0,0,5.23410876204542,0,3.31554917336594,0,0,0,0,0,4.25423834324819,0,4.20242365877283,3.76308697207094,0,0,0,0,2.51789283524175,0,0,0,0,0,0,0,0,0,2.93991363715697,0,0,2.52198074920915,0
"backgnd5872",0,0,0,0,2.84923373770458,0,4.23813269105123,0,0,0,0,0,0,3.5025372476658,0,0,0,5.10955340409382,4.25037489847557,0,0,0,0,0,0,0,0,1.96835833611187,0,0,0,0,0,0,0,0,4.38133439035617,0,0,4.38153620785693
"backgnd5873",0,0,0,0,0,0,4.35912954281446,0,0,0,0,0,0,0,0,0,0,2.1841014592499,0,0,0,0,3.33944631054605,0,0,0,3.56465476498317,0,0,0,0,3.08244188990051,0,0,0,0,0,0,1.23431888897345,0
"backgnd5874",0,2.8157376960633,2.28669110730465,0,0,0,0,0,0,0,2.73649363863655,4.97879148796383,3.00945524536514,0,0,0,0,0,0,0,0,0,2.43633984528129,0,4.78412760488421,0,0,1.71816017339466,0,0,0,0,0,0,3.01911009604946,4.32200352692039,0,0,0,0
"backgnd5875",0,0,0,2.82708547146037,0,0,3.8505784153993,0,0,0,0,0,3.06095258020637,0,0,4.43781963374558,0,2.41997197070584,0,0,3.6142937019607,3.22140684036482,0,0,5.04520795303088,0,0,0,0,4.5820313536575,0,0,3.91381814992566,0,0,0,0,2.69179809844444,3.06912267884183,0
"backgnd5876",0,5.11031496431057,0,0,0,0,0,0,0,0,3.37853200982239,4.17858570786329,0,0,0,0,0,3.16461861820219,0,0,0,0,0,0,0,0,3.67013255565022,0,0,4.08521193097572,0,3.43449953967381,0,0,0,0,0,0,0,0
"backgnd5877",0,0,0,0,2.52902662443351,0,0,3.86527177121587,0,0,4.5817664755382,0,0,2.95968142080296,0,0,0,5.60815453375677,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21186523349659,0,0,3.33051211537728,0,0,0,0,0
"backgnd5878",0,0,3.9388610147149,4.22200478717335,0,0,0,0,0,0,0,2.84503197488778,0,0,5.03111841287717,0,0,0,3.09837763935895,0,0,0,0,0,0,3.14482713027681,0,3.41818922266216,0,0,4.41134161078126,0,0,0,0,0,0,0,0,0
"backgnd5879",0,0,0,3.9482128190869,0,0,0,0,0,4.7573242104489,0,0,0,0,0,2.84348254641638,0,0,0,1.87341255531337,4.67335361740143,0,0,3.74767570530898,0,0,0,0,0,0,0,0,0,0,0,0,3.10378149913093,0,2.933263256439,2.23946100202621
"backgnd5880",0,0,0,0,5.03970327018857,3.35860327055545,0,0,0,0,0,3.17234662072494,0,0,0,0,0,0,4.11108855369912,0,0,0,4.47935970362114,0,0,0,4.13743982287247,0,5.02168398222611,0,3.56492469853986,0,0,4.63253075140718,0,0,0,3.82490706077837,0,4.17108946699891
"backgnd5881",0,0,2.65698951294828,0,0,0,0,2.39237807635754,2.93034178299261,0,0,0,0,3.38782776892236,0,0,3.30023897362972,0,3.15296389935487,4.27748595859206,0,0,0,0,0,4.41123056153017,3.76222655544899,0,0,3.61642970490782,0,0,0,0,0,0,2.97576877936744,0,0,0
"backgnd5882",0,0,0,0,2.87000791019859,0,0,0,3.63426986605224,0,0,2.47602585024697,0,0,4.10541426637708,4.32263681906691,0,0,0,0,0,2.46598185901432,2.77156744601432,0,0,0,0,0,0,0,2.6239660026695,0,0,2.62675924095864,0,0,5.76137991262057,0,0,0
"backgnd5883",0,0,0,0,0,0,0,0,0,0,2.80201571458532,0,0,0,0,0,0,0,3.34334435158363,0,3.09110402715606,0,2.03508579231547,0,0,0,2.96556998938447,0,0,0,0,0,0,2.90505919151284,0,4.90306443437015,0,0,0,0
"backgnd5884",0,2.15676978595001,0,0,0,0,0,0,0,2.35454029789279,0,4.51539244919134,2.94699447014488,0,0,4.07715719099541,2.66278916745851,5.1919340952498,2.25006756871723,0,0,0,0,0,2.8240153364556,0,0,0,0,5.32202904554679,0,0,1.96804821181814,3.47056836004989,0,0,0,0,0,0
"backgnd5885",4.74913124113458,0,0,0,1.72960873746724,0,2.58011290137298,2.7425860695655,2.68035761603559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27120160779256,0,0,0,0,4.93371760809866,0,3.9505638478662,0,0,0,3.72151967008363,0,0,0,0
"backgnd5886",0,0,0,3.66437324811358,0,0,0,0,0,0,0,0,0,0,2.585931572068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12927798110215,0,0,0,0,0,0,2.46859066364793,0,0,0
